scene_id,object_names,scales
4-44,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-45,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-46,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-47,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-48,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-49,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-50,"['cup_small', 'fork', 'c_cups', 'knife', 'h_cups', 'spoon', 'g_cups', 'd_cups', 'mug', 'a_cups', 'e_lego_duplo', 'g_lego_duplo', 'd_lego_duplo', 'c_lego_duplo', 'd_toy_airplane']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-51,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-52,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-53,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-54,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-55,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-56,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-57,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-58,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-59,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-60,"['mug', 'knife', 'a_cups', 'fork', 'g_cups', 'spoon', 'i_cups', 'f_cups', 'cup_small', 'e_cups', 'e_lego_duplo', 'a_lego_duplo', 'd_toy_airplane', 'b_toy_airplane', 'b_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-61,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-62,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-63,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-64,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-65,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-66,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-67,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-68,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-69,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-70,"['d_cups', 'fork', 'e_cups', 'knife', 'g_cups', 'spoon', 'i_cups', 'cup_small', 'h_cups', 'j_cups', 'f_lego_duplo', 'a_toy_airplane', 'e_toy_airplane', 'c_toy_airplane', 'c_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-71,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-72,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-73,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-74,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-75,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-76,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-77,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-78,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-79,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-80,"['mug', 'spoon', 'd_cups', 'fork', 'i_cups', 'knife', 'cup_small', 'f_cups', 'a_cups', 'g_cups', 'b_toy_airplane', 'd_lego_duplo', 'e_lego_duplo', 'a_toy_airplane', 'prism']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-81,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-82,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-83,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-84,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-85,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-86,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-87,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-88,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-89,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-90,"['i_cups', 'fork', 'b_cups', 'knife', 'f_cups', 'spoon', 'h_cups', 'c_cups', 'g_cups', 'a_cups', 'foam_brick', 'f_lego_duplo', 'e_toy_airplane', 'b_lego_duplo', 'e_lego_duplo']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-91,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-92,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-93,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-94,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-95,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-96,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-97,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-98,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-99,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-100,"['i_cups', 'fork', 'cup_small', 'spoon', 'mug', 'knife', 'f_cups', 'b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'nine_hole_peg_test', 'prism', 'g_lego_duplo', 'foam_brick']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-101,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-102,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-103,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-104,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-105,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-106,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-107,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-108,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-109,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-110,"['pan_tefal', 'j_cups', 'fork', 'knife', 'spoon', 'f_cups', 'g_cups', 'i_cups', 'bowl', 'bowl_a', 'a_toy_airplane', 'c_lego_duplo', 'nine_hole_peg_test', 'd_toy_airplane', 'b_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-111,"['plate', 'e_cups', 'knife', 'fork', 'spoon', 'h_cups', 'f_cups', 'j_cups', 'bowl', 'bowl_a', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'd_lego_duplo', 'e_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-112,"['plate', 'e_cups', 'knife', 'fork', 'spoon', 'h_cups', 'f_cups', 'j_cups', 'bowl', 'bowl_a', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'd_lego_duplo', 'e_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4-113,"['plate', 'e_cups', 'knife', 'fork', 'spoon', 'h_cups', 'f_cups', 'j_cups', 'bowl', 'bowl_a', 'nine_hole_peg_test', 'b_lego_duplo', 'e_lego_duplo', 'd_lego_duplo', 'e_toy_airplane']","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
